message,severity,attributes,tags,timestamp
,error,"{""level"":""error""}","{""project"":""eb8a974a-cd68-4711-a015-cb65bcae5329"",""environment"":""79190613-21da-46b3-ab97-fe7f92da59db"",""service"":""6e144932-d9b9-406e-b6fa-b948cc653bb5"",""deployment"":""418dc926-ba67-4ef9-a054-4e0b1813633c"",""replica"":""47bb245d-d655-4ba6-994e-1cf669707eb4""}",2026-03-22T20:34:07.519663310Z
Error: Cannot find module '/app/server.js',error,"{""level"":""error""}","{""project"":""eb8a974a-cd68-4711-a015-cb65bcae5329"",""environment"":""79190613-21da-46b3-ab97-fe7f92da59db"",""service"":""6e144932-d9b9-406e-b6fa-b948cc653bb5"",""deployment"":""418dc926-ba67-4ef9-a054-4e0b1813633c"",""replica"":""47bb245d-d655-4ba6-994e-1cf669707eb4""}",2026-03-22T20:34:07.519667972Z
    at Function._resolveFilename (node:internal/modules/cjs/loader:1383:15),error,"{""level"":""error""}","{""project"":""eb8a974a-cd68-4711-a015-cb65bcae5329"",""environment"":""79190613-21da-46b3-ab97-fe7f92da59db"",""service"":""6e144932-d9b9-406e-b6fa-b948cc653bb5"",""deployment"":""418dc926-ba67-4ef9-a054-4e0b1813633c"",""replica"":""47bb245d-d655-4ba6-994e-1cf669707eb4""}",2026-03-22T20:34:07.519676785Z
    at defaultResolveImpl (node:internal/modules/cjs/loader:1025:19),error,"{""level"":""error""}","{""project"":""eb8a974a-cd68-4711-a015-cb65bcae5329"",""environment"":""79190613-21da-46b3-ab97-fe7f92da59db"",""service"":""6e144932-d9b9-406e-b6fa-b948cc653bb5"",""deployment"":""418dc926-ba67-4ef9-a054-4e0b1813633c"",""replica"":""47bb245d-d655-4ba6-994e-1cf669707eb4""}",2026-03-22T20:34:07.519682500Z
    at resolveForCJSWithHooks (node:internal/modules/cjs/loader:1030:22),error,"{""level"":""error""}","{""project"":""eb8a974a-cd68-4711-a015-cb65bcae5329"",""environment"":""79190613-21da-46b3-ab97-fe7f92da59db"",""service"":""6e144932-d9b9-406e-b6fa-b948cc653bb5"",""deployment"":""418dc926-ba67-4ef9-a054-4e0b1813633c"",""replica"":""47bb245d-d655-4ba6-994e-1cf669707eb4""}",2026-03-22T20:34:07.519688615Z
    at Function._load (node:internal/modules/cjs/loader:1192:37),error,"{""level"":""error""}","{""project"":""eb8a974a-cd68-4711-a015-cb65bcae5329"",""environment"":""79190613-21da-46b3-ab97-fe7f92da59db"",""service"":""6e144932-d9b9-406e-b6fa-b948cc653bb5"",""deployment"":""418dc926-ba67-4ef9-a054-4e0b1813633c"",""replica"":""47bb245d-d655-4ba6-994e-1cf669707eb4""}",2026-03-22T20:34:07.519696680Z
    at defaultResolveImpl (node:internal/modules/cjs/loader:1025:19),error,"{""level"":""error""}","{""project"":""eb8a974a-cd68-4711-a015-cb65bcae5329"",""environment"":""79190613-21da-46b3-ab97-fe7f92da59db"",""service"":""6e144932-d9b9-406e-b6fa-b948cc653bb5"",""deployment"":""418dc926-ba67-4ef9-a054-4e0b1813633c"",""replica"":""47bb245d-d655-4ba6-994e-1cf669707eb4""}",2026-03-22T20:34:08.258391375Z
    at resolveForCJSWithHooks (node:internal/modules/cjs/loader:1030:22),error,"{""level"":""error""}","{""project"":""eb8a974a-cd68-4711-a015-cb65bcae5329"",""environment"":""79190613-21da-46b3-ab97-fe7f92da59db"",""service"":""6e144932-d9b9-406e-b6fa-b948cc653bb5"",""deployment"":""418dc926-ba67-4ef9-a054-4e0b1813633c"",""replica"":""47bb245d-d655-4ba6-994e-1cf669707eb4""}",2026-03-22T20:34:08.258401525Z
    at Function._load (node:internal/modules/cjs/loader:1192:37),error,"{""level"":""error""}","{""project"":""eb8a974a-cd68-4711-a015-cb65bcae5329"",""environment"":""79190613-21da-46b3-ab97-fe7f92da59db"",""service"":""6e144932-d9b9-406e-b6fa-b948cc653bb5"",""deployment"":""418dc926-ba67-4ef9-a054-4e0b1813633c"",""replica"":""47bb245d-d655-4ba6-994e-1cf669707eb4""}",2026-03-22T20:34:08.258406767Z
    at TracingChannel.traceSync (node:diagnostics_channel:328:14),error,"{""level"":""error""}","{""project"":""eb8a974a-cd68-4711-a015-cb65bcae5329"",""environment"":""79190613-21da-46b3-ab97-fe7f92da59db"",""service"":""6e144932-d9b9-406e-b6fa-b948cc653bb5"",""deployment"":""418dc926-ba67-4ef9-a054-4e0b1813633c"",""replica"":""47bb245d-d655-4ba6-994e-1cf669707eb4""}",2026-03-22T20:34:08.258411702Z
    at wrapModuleLoad (node:internal/modules/cjs/loader:237:24),error,"{""level"":""error""}","{""project"":""eb8a974a-cd68-4711-a015-cb65bcae5329"",""environment"":""79190613-21da-46b3-ab97-fe7f92da59db"",""service"":""6e144932-d9b9-406e-b6fa-b948cc653bb5"",""deployment"":""418dc926-ba67-4ef9-a054-4e0b1813633c"",""replica"":""47bb245d-d655-4ba6-994e-1cf669707eb4""}",2026-03-22T20:34:08.258417061Z
    at Function.executeUserEntryPoint [as runMain] (node:internal/modules/run_main:171:5),error,"{""level"":""error""}","{""project"":""eb8a974a-cd68-4711-a015-cb65bcae5329"",""environment"":""79190613-21da-46b3-ab97-fe7f92da59db"",""service"":""6e144932-d9b9-406e-b6fa-b948cc653bb5"",""deployment"":""418dc926-ba67-4ef9-a054-4e0b1813633c"",""replica"":""47bb245d-d655-4ba6-994e-1cf669707eb4""}",2026-03-22T20:34:08.258422510Z
    at node:internal/main/run_main_module:36:49 {,error,"{""level"":""error""}","{""project"":""eb8a974a-cd68-4711-a015-cb65bcae5329"",""environment"":""79190613-21da-46b3-ab97-fe7f92da59db"",""service"":""6e144932-d9b9-406e-b6fa-b948cc653bb5"",""deployment"":""418dc926-ba67-4ef9-a054-4e0b1813633c"",""replica"":""47bb245d-d655-4ba6-994e-1cf669707eb4""}",2026-03-22T20:34:08.258427294Z
"  code: 'MODULE_NOT_FOUND',",error,"{""level"":""error""}","{""project"":""eb8a974a-cd68-4711-a015-cb65bcae5329"",""environment"":""79190613-21da-46b3-ab97-fe7f92da59db"",""service"":""6e144932-d9b9-406e-b6fa-b948cc653bb5"",""deployment"":""418dc926-ba67-4ef9-a054-4e0b1813633c"",""replica"":""47bb245d-d655-4ba6-994e-1cf669707eb4""}",2026-03-22T20:34:08.258432409Z
  requireStack: [],error,"{""level"":""error""}","{""project"":""eb8a974a-cd68-4711-a015-cb65bcae5329"",""environment"":""79190613-21da-46b3-ab97-fe7f92da59db"",""service"":""6e144932-d9b9-406e-b6fa-b948cc653bb5"",""deployment"":""418dc926-ba67-4ef9-a054-4e0b1813633c"",""replica"":""47bb245d-d655-4ba6-994e-1cf669707eb4""}",2026-03-22T20:34:08.258436650Z
},error,"{""level"":""error""}","{""project"":""eb8a974a-cd68-4711-a015-cb65bcae5329"",""environment"":""79190613-21da-46b3-ab97-fe7f92da59db"",""service"":""6e144932-d9b9-406e-b6fa-b948cc653bb5"",""deployment"":""418dc926-ba67-4ef9-a054-4e0b1813633c"",""replica"":""47bb245d-d655-4ba6-994e-1cf669707eb4""}",2026-03-22T20:34:08.258442253Z
,error,"{""level"":""error""}","{""project"":""eb8a974a-cd68-4711-a015-cb65bcae5329"",""environment"":""79190613-21da-46b3-ab97-fe7f92da59db"",""service"":""6e144932-d9b9-406e-b6fa-b948cc653bb5"",""deployment"":""418dc926-ba67-4ef9-a054-4e0b1813633c"",""replica"":""47bb245d-d655-4ba6-994e-1cf669707eb4""}",2026-03-22T20:34:08.258448093Z
Node.js v22.22.1,error,"{""level"":""error""}","{""project"":""eb8a974a-cd68-4711-a015-cb65bcae5329"",""environment"":""79190613-21da-46b3-ab97-fe7f92da59db"",""service"":""6e144932-d9b9-406e-b6fa-b948cc653bb5"",""deployment"":""418dc926-ba67-4ef9-a054-4e0b1813633c"",""replica"":""47bb245d-d655-4ba6-994e-1cf669707eb4""}",2026-03-22T20:34:08.258453663Z
npm warn config production Use `--omit=dev` instead.,error,"{""level"":""error""}","{""project"":""eb8a974a-cd68-4711-a015-cb65bcae5329"",""environment"":""79190613-21da-46b3-ab97-fe7f92da59db"",""service"":""6e144932-d9b9-406e-b6fa-b948cc653bb5"",""deployment"":""418dc926-ba67-4ef9-a054-4e0b1813633c"",""replica"":""47bb245d-d655-4ba6-994e-1cf669707eb4""}",2026-03-22T20:34:08.258471145Z
,info,"{""level"":""info""}","{""project"":""eb8a974a-cd68-4711-a015-cb65bcae5329"",""environment"":""79190613-21da-46b3-ab97-fe7f92da59db"",""service"":""6e144932-d9b9-406e-b6fa-b948cc653bb5"",""deployment"":""418dc926-ba67-4ef9-a054-4e0b1813633c"",""replica"":""47bb245d-d655-4ba6-994e-1cf669707eb4""}",2026-03-22T20:34:08.258476975Z
> prs-sor-bot@1.0.0 start,info,"{""level"":""info""}","{""project"":""eb8a974a-cd68-4711-a015-cb65bcae5329"",""environment"":""79190613-21da-46b3-ab97-fe7f92da59db"",""service"":""6e144932-d9b9-406e-b6fa-b948cc653bb5"",""deployment"":""418dc926-ba67-4ef9-a054-4e0b1813633c"",""replica"":""47bb245d-d655-4ba6-994e-1cf669707eb4""}",2026-03-22T20:34:08.258482289Z
> node server.js,info,"{""level"":""info""}","{""project"":""eb8a974a-cd68-4711-a015-cb65bcae5329"",""environment"":""79190613-21da-46b3-ab97-fe7f92da59db"",""service"":""6e144932-d9b9-406e-b6fa-b948cc653bb5"",""deployment"":""418dc926-ba67-4ef9-a054-4e0b1813633c"",""replica"":""47bb245d-d655-4ba6-994e-1cf669707eb4""}",2026-03-22T20:34:08.258487733Z
,info,"{""level"":""info""}","{""project"":""eb8a974a-cd68-4711-a015-cb65bcae5329"",""environment"":""79190613-21da-46b3-ab97-fe7f92da59db"",""service"":""6e144932-d9b9-406e-b6fa-b948cc653bb5"",""deployment"":""418dc926-ba67-4ef9-a054-4e0b1813633c"",""replica"":""47bb245d-d655-4ba6-994e-1cf669707eb4""}",2026-03-22T20:34:08.258493486Z
node:internal/modules/cjs/loader:1386,error,"{""level"":""error""}","{""project"":""eb8a974a-cd68-4711-a015-cb65bcae5329"",""environment"":""79190613-21da-46b3-ab97-fe7f92da59db"",""service"":""6e144932-d9b9-406e-b6fa-b948cc653bb5"",""deployment"":""418dc926-ba67-4ef9-a054-4e0b1813633c"",""replica"":""47bb245d-d655-4ba6-994e-1cf669707eb4""}",2026-03-22T20:34:08.258499126Z
  throw err;,error,"{""level"":""error""}","{""project"":""eb8a974a-cd68-4711-a015-cb65bcae5329"",""environment"":""79190613-21da-46b3-ab97-fe7f92da59db"",""service"":""6e144932-d9b9-406e-b6fa-b948cc653bb5"",""deployment"":""418dc926-ba67-4ef9-a054-4e0b1813633c"",""replica"":""47bb245d-d655-4ba6-994e-1cf669707eb4""}",2026-03-22T20:34:08.258505480Z
  ^,error,"{""level"":""error""}","{""project"":""eb8a974a-cd68-4711-a015-cb65bcae5329"",""environment"":""79190613-21da-46b3-ab97-fe7f92da59db"",""service"":""6e144932-d9b9-406e-b6fa-b948cc653bb5"",""deployment"":""418dc926-ba67-4ef9-a054-4e0b1813633c"",""replica"":""47bb245d-d655-4ba6-994e-1cf669707eb4""}",2026-03-22T20:34:08.258510775Z
,error,"{""level"":""error""}","{""project"":""eb8a974a-cd68-4711-a015-cb65bcae5329"",""environment"":""79190613-21da-46b3-ab97-fe7f92da59db"",""service"":""6e144932-d9b9-406e-b6fa-b948cc653bb5"",""deployment"":""418dc926-ba67-4ef9-a054-4e0b1813633c"",""replica"":""47bb245d-d655-4ba6-994e-1cf669707eb4""}",2026-03-22T20:34:08.258517546Z
Error: Cannot find module '/app/server.js',error,"{""level"":""error""}","{""project"":""eb8a974a-cd68-4711-a015-cb65bcae5329"",""environment"":""79190613-21da-46b3-ab97-fe7f92da59db"",""service"":""6e144932-d9b9-406e-b6fa-b948cc653bb5"",""deployment"":""418dc926-ba67-4ef9-a054-4e0b1813633c"",""replica"":""47bb245d-d655-4ba6-994e-1cf669707eb4""}",2026-03-22T20:34:08.258523619Z
    at Function._resolveFilename (node:internal/modules/cjs/loader:1383:15),error,"{""level"":""error""}","{""project"":""eb8a974a-cd68-4711-a015-cb65bcae5329"",""environment"":""79190613-21da-46b3-ab97-fe7f92da59db"",""service"":""6e144932-d9b9-406e-b6fa-b948cc653bb5"",""deployment"":""418dc926-ba67-4ef9-a054-4e0b1813633c"",""replica"":""47bb245d-d655-4ba6-994e-1cf669707eb4""}",2026-03-22T20:34:08.258529736Z
    at TracingChannel.traceSync (node:diagnostics_channel:328:14),error,"{""level"":""error""}","{""project"":""eb8a974a-cd68-4711-a015-cb65bcae5329"",""environment"":""79190613-21da-46b3-ab97-fe7f92da59db"",""service"":""6e144932-d9b9-406e-b6fa-b948cc653bb5"",""deployment"":""418dc926-ba67-4ef9-a054-4e0b1813633c"",""replica"":""47bb245d-d655-4ba6-994e-1cf669707eb4""}",2026-03-22T20:34:08.972759891Z
,error,"{""level"":""error""}","{""project"":""eb8a974a-cd68-4711-a015-cb65bcae5329"",""environment"":""79190613-21da-46b3-ab97-fe7f92da59db"",""service"":""6e144932-d9b9-406e-b6fa-b948cc653bb5"",""deployment"":""418dc926-ba67-4ef9-a054-4e0b1813633c"",""replica"":""47bb245d-d655-4ba6-994e-1cf669707eb4""}",2026-03-22T20:34:08.972762929Z
    at wrapModuleLoad (node:internal/modules/cjs/loader:237:24),error,"{""level"":""error""}","{""project"":""eb8a974a-cd68-4711-a015-cb65bcae5329"",""environment"":""79190613-21da-46b3-ab97-fe7f92da59db"",""service"":""6e144932-d9b9-406e-b6fa-b948cc653bb5"",""deployment"":""418dc926-ba67-4ef9-a054-4e0b1813633c"",""replica"":""47bb245d-d655-4ba6-994e-1cf669707eb4""}",2026-03-22T20:34:08.972771287Z
Node.js v22.22.1,error,"{""level"":""error""}","{""project"":""eb8a974a-cd68-4711-a015-cb65bcae5329"",""environment"":""79190613-21da-46b3-ab97-fe7f92da59db"",""service"":""6e144932-d9b9-406e-b6fa-b948cc653bb5"",""deployment"":""418dc926-ba67-4ef9-a054-4e0b1813633c"",""replica"":""47bb245d-d655-4ba6-994e-1cf669707eb4""}",2026-03-22T20:34:08.972774919Z
    at Function.executeUserEntryPoint [as runMain] (node:internal/modules/run_main:171:5),error,"{""level"":""error""}","{""project"":""eb8a974a-cd68-4711-a015-cb65bcae5329"",""environment"":""79190613-21da-46b3-ab97-fe7f92da59db"",""service"":""6e144932-d9b9-406e-b6fa-b948cc653bb5"",""deployment"":""418dc926-ba67-4ef9-a054-4e0b1813633c"",""replica"":""47bb245d-d655-4ba6-994e-1cf669707eb4""}",2026-03-22T20:34:08.972779361Z
    at node:internal/main/run_main_module:36:49 {,error,"{""level"":""error""}","{""project"":""eb8a974a-cd68-4711-a015-cb65bcae5329"",""environment"":""79190613-21da-46b3-ab97-fe7f92da59db"",""service"":""6e144932-d9b9-406e-b6fa-b948cc653bb5"",""deployment"":""418dc926-ba67-4ef9-a054-4e0b1813633c"",""replica"":""47bb245d-d655-4ba6-994e-1cf669707eb4""}",2026-03-22T20:34:08.972787082Z
npm warn config production Use `--omit=dev` instead.,error,"{""level"":""error""}","{""project"":""eb8a974a-cd68-4711-a015-cb65bcae5329"",""environment"":""79190613-21da-46b3-ab97-fe7f92da59db"",""service"":""6e144932-d9b9-406e-b6fa-b948cc653bb5"",""deployment"":""418dc926-ba67-4ef9-a054-4e0b1813633c"",""replica"":""47bb245d-d655-4ba6-994e-1cf669707eb4""}",2026-03-22T20:34:08.972791866Z
"  code: 'MODULE_NOT_FOUND',",error,"{""level"":""error""}","{""project"":""eb8a974a-cd68-4711-a015-cb65bcae5329"",""environment"":""79190613-21da-46b3-ab97-fe7f92da59db"",""service"":""6e144932-d9b9-406e-b6fa-b948cc653bb5"",""deployment"":""418dc926-ba67-4ef9-a054-4e0b1813633c"",""replica"":""47bb245d-d655-4ba6-994e-1cf669707eb4""}",2026-03-22T20:34:08.972795845Z
  requireStack: [],error,"{""level"":""error""}","{""project"":""eb8a974a-cd68-4711-a015-cb65bcae5329"",""environment"":""79190613-21da-46b3-ab97-fe7f92da59db"",""service"":""6e144932-d9b9-406e-b6fa-b948cc653bb5"",""deployment"":""418dc926-ba67-4ef9-a054-4e0b1813633c"",""replica"":""47bb245d-d655-4ba6-994e-1cf669707eb4""}",2026-03-22T20:34:08.972803881Z
},error,"{""level"":""error""}","{""project"":""eb8a974a-cd68-4711-a015-cb65bcae5329"",""environment"":""79190613-21da-46b3-ab97-fe7f92da59db"",""service"":""6e144932-d9b9-406e-b6fa-b948cc653bb5"",""deployment"":""418dc926-ba67-4ef9-a054-4e0b1813633c"",""replica"":""47bb245d-d655-4ba6-994e-1cf669707eb4""}",2026-03-22T20:34:08.972812429Z
,info,"{""level"":""info""}","{""project"":""eb8a974a-cd68-4711-a015-cb65bcae5329"",""environment"":""79190613-21da-46b3-ab97-fe7f92da59db"",""service"":""6e144932-d9b9-406e-b6fa-b948cc653bb5"",""deployment"":""418dc926-ba67-4ef9-a054-4e0b1813633c"",""replica"":""47bb245d-d655-4ba6-994e-1cf669707eb4""}",2026-03-22T20:34:08.972814104Z
> prs-sor-bot@1.0.0 start,info,"{""level"":""info""}","{""project"":""eb8a974a-cd68-4711-a015-cb65bcae5329"",""environment"":""79190613-21da-46b3-ab97-fe7f92da59db"",""service"":""6e144932-d9b9-406e-b6fa-b948cc653bb5"",""deployment"":""418dc926-ba67-4ef9-a054-4e0b1813633c"",""replica"":""47bb245d-d655-4ba6-994e-1cf669707eb4""}",2026-03-22T20:34:08.972822706Z
> node server.js,info,"{""level"":""info""}","{""project"":""eb8a974a-cd68-4711-a015-cb65bcae5329"",""environment"":""79190613-21da-46b3-ab97-fe7f92da59db"",""service"":""6e144932-d9b9-406e-b6fa-b948cc653bb5"",""deployment"":""418dc926-ba67-4ef9-a054-4e0b1813633c"",""replica"":""47bb245d-d655-4ba6-994e-1cf669707eb4""}",2026-03-22T20:34:08.972830025Z
,info,"{""level"":""info""}","{""project"":""eb8a974a-cd68-4711-a015-cb65bcae5329"",""environment"":""79190613-21da-46b3-ab97-fe7f92da59db"",""service"":""6e144932-d9b9-406e-b6fa-b948cc653bb5"",""deployment"":""418dc926-ba67-4ef9-a054-4e0b1813633c"",""replica"":""47bb245d-d655-4ba6-994e-1cf669707eb4""}",2026-03-22T20:34:08.972837455Z
node:internal/modules/cjs/loader:1386,error,"{""level"":""error""}","{""project"":""eb8a974a-cd68-4711-a015-cb65bcae5329"",""environment"":""79190613-21da-46b3-ab97-fe7f92da59db"",""service"":""6e144932-d9b9-406e-b6fa-b948cc653bb5"",""deployment"":""418dc926-ba67-4ef9-a054-4e0b1813633c"",""replica"":""47bb245d-d655-4ba6-994e-1cf669707eb4""}",2026-03-22T20:34:08.972845013Z
  throw err;,error,"{""level"":""error""}","{""project"":""eb8a974a-cd68-4711-a015-cb65bcae5329"",""environment"":""79190613-21da-46b3-ab97-fe7f92da59db"",""service"":""6e144932-d9b9-406e-b6fa-b948cc653bb5"",""deployment"":""418dc926-ba67-4ef9-a054-4e0b1813633c"",""replica"":""47bb245d-d655-4ba6-994e-1cf669707eb4""}",2026-03-22T20:34:08.972851455Z
  ^,error,"{""level"":""error""}","{""project"":""eb8a974a-cd68-4711-a015-cb65bcae5329"",""environment"":""79190613-21da-46b3-ab97-fe7f92da59db"",""service"":""6e144932-d9b9-406e-b6fa-b948cc653bb5"",""deployment"":""418dc926-ba67-4ef9-a054-4e0b1813633c"",""replica"":""47bb245d-d655-4ba6-994e-1cf669707eb4""}",2026-03-22T20:34:08.972857654Z
,error,"{""level"":""error""}","{""project"":""eb8a974a-cd68-4711-a015-cb65bcae5329"",""environment"":""79190613-21da-46b3-ab97-fe7f92da59db"",""service"":""6e144932-d9b9-406e-b6fa-b948cc653bb5"",""deployment"":""418dc926-ba67-4ef9-a054-4e0b1813633c"",""replica"":""47bb245d-d655-4ba6-994e-1cf669707eb4""}",2026-03-22T20:34:08.972864283Z
Error: Cannot find module '/app/server.js',error,"{""level"":""error""}","{""project"":""eb8a974a-cd68-4711-a015-cb65bcae5329"",""environment"":""79190613-21da-46b3-ab97-fe7f92da59db"",""service"":""6e144932-d9b9-406e-b6fa-b948cc653bb5"",""deployment"":""418dc926-ba67-4ef9-a054-4e0b1813633c"",""replica"":""47bb245d-d655-4ba6-994e-1cf669707eb4""}",2026-03-22T20:34:08.972872638Z
    at Function._resolveFilename (node:internal/modules/cjs/loader:1383:15),error,"{""level"":""error""}","{""project"":""eb8a974a-cd68-4711-a015-cb65bcae5329"",""environment"":""79190613-21da-46b3-ab97-fe7f92da59db"",""service"":""6e144932-d9b9-406e-b6fa-b948cc653bb5"",""deployment"":""418dc926-ba67-4ef9-a054-4e0b1813633c"",""replica"":""47bb245d-d655-4ba6-994e-1cf669707eb4""}",2026-03-22T20:34:08.972878080Z
    at defaultResolveImpl (node:internal/modules/cjs/loader:1025:19),error,"{""level"":""error""}","{""project"":""eb8a974a-cd68-4711-a015-cb65bcae5329"",""environment"":""79190613-21da-46b3-ab97-fe7f92da59db"",""service"":""6e144932-d9b9-406e-b6fa-b948cc653bb5"",""deployment"":""418dc926-ba67-4ef9-a054-4e0b1813633c"",""replica"":""47bb245d-d655-4ba6-994e-1cf669707eb4""}",2026-03-22T20:34:08.972883856Z
    at resolveForCJSWithHooks (node:internal/modules/cjs/loader:1030:22),error,"{""level"":""error""}","{""project"":""eb8a974a-cd68-4711-a015-cb65bcae5329"",""environment"":""79190613-21da-46b3-ab97-fe7f92da59db"",""service"":""6e144932-d9b9-406e-b6fa-b948cc653bb5"",""deployment"":""418dc926-ba67-4ef9-a054-4e0b1813633c"",""replica"":""47bb245d-d655-4ba6-994e-1cf669707eb4""}",2026-03-22T20:34:08.972891817Z
    at Function._load (node:internal/modules/cjs/loader:1192:37),error,"{""level"":""error""}","{""project"":""eb8a974a-cd68-4711-a015-cb65bcae5329"",""environment"":""79190613-21da-46b3-ab97-fe7f92da59db"",""service"":""6e144932-d9b9-406e-b6fa-b948cc653bb5"",""deployment"":""418dc926-ba67-4ef9-a054-4e0b1813633c"",""replica"":""47bb245d-d655-4ba6-994e-1cf669707eb4""}",2026-03-22T20:34:08.972898003Z